age,industry,job title,annual salary,bonus,country,years of experience,field years of experience,highest level of education,gender
1,"Marketing, Advertising & PR",Account Coordinator,41000.0,1000.0,USA,0,0,3.0,Woman
4,Computing or Tech,Senior Marketing Manager,109500.0,0.0,CAN,5,5,3.0,Man
2,Pharmaceuticals,Medical science liaison,80300.0,21900.0,CAN,1,1,6.0,Woman
2,Nonprofits,Executive Assistant,57000.0,0.0,USA,1,1,3.0,Woman
3,"Accounting, Banking & Finance",Vice President Credit ,132500.0,25000.0,USA,4,2,4.0,Woman
2,Computing or Tech,Director of Engineering,180000.0,20000.0,USA,3,2,2.0,Man
2,Business or Consulting,Senior Associate,110000.0,15000.0,USA,1,1,3.0,Woman
3,"Accounting, Banking & Finance",Controller,135000.0,15000.0,USA,4,4,4.0,Woman
3,Computing or Tech,Lead Web Developer,130000.0,3000.0,USA,4,4,3.0,Man
4,Government and Public Administration,Social Worker,50000.0,5000.0,USA,4,1,4.0,Woman
3,"Marketing, Advertising & PR",SEO Accont Lead,57500.0,0.0,USA,4,1,3.0,Man
2,Law,Public Defender,54325.0,0.0,USA,1,1,5.0,Woman
3,Pet Care,Assistant Manager,41600.0,2000.0,USA,4,2,4.0,Woman
2,Nonprofits,Volunteer Engagement Coordinator,46000.0,0.0,USA,3,2,4.0,Woman
2,Translation ,Senior Project Manager,60000.0,2500.0,USA,2,2,4.0,Woman
3,Engineering or Manufacturing,Supply planning manager ,160000.0,20000.0,USA,4,4,4.0,Woman
4,Computing or Tech,Systems Administrator,91000.0,0.0,USA,5,5,3.0,Man
2,Computing or Tech,Data Engineer,95000.0,5000.0,USA,1,1,3.0,Woman
3,Computing or Tech,Member-Manager,130000.0,350000.0,USA,4,4,2.0,Man
4,Computing or Tech,QA Lead,75000.0,0.0,USA,5,2,4.0,Woman
1,Media & Digital,Video Editor,40054.0,5000.0,USA,0,0,3.0,Woman
2,Computing or Tech,iOS Developer,7250.0,0.0,PAK,2,1,4.0,Man
2,Business or Consulting,Junior Business Analyst,70000.0,500.0,USA,2,1,3.0,Man
2,Engineering or Manufacturing,Program Acquisition Coordinator,66000.0,6000.0,USA,4,3,3.0,Prefer not to answer
1,Business or Consulting,Associate Product Manager,60000.0,11000.0,USA,0,0,3.0,Woman
5,Computing or Tech,CEO,66000.0,0.0,USA,5,2,2.0,Man
4,Education (Primary/Secondary),Teacher,44000.0,0.0,USA,4,3,3.0,Man
3,"Marketing, Advertising & PR",Executive director,125000.0,10000.0,USA,4,4,3.0,Woman
3,Government and Public Administration,Marketing & Communications Outreach Coordinator,62000.0,0.0,USA,3,3,4.0,Woman
3,Recruitment or HR,Office Manager,62500.0,0.0,USA,4,2,3.0,Woman
3,Research,Epidemiologist ,86000.0,400.0,USA,3,3,4.0,Woman
3,Government and Public Administration,Chemist,62000.0,0.0,USA,4,3,4.0,Prefer not to answer
2,Computing or Tech,Senior Software Engineer,165000.0,10000.0,USA,3,3,3.0,Woman
2,Government and Public Administration,Librarian,48500.0,50.0,USA,3,2,4.0,Woman
4,Pharmaceutical research ,Investigator,120000.0,14400.0,USA,4,4,6.0,Woman
2,"Accounting, Banking & Finance","Senior Manager, Communications",70080.0,7300.0,CAN,3,3,3.0,Prefer not to answer
3,Veterinary medicine,Certified veterinary technician,48000.0,0.0,USA,4,4,3.0,Woman
3,Government and Public Administration,Vocational Rehabilitation Business Employment Consultant,41556.0,1100.0,USA,4,3,4.0,Woman
3,"Accounting, Banking & Finance",Director,165000.0,50000.0,USA,4,1,4.0,Man
2,Education (Primary/Secondary),Bilingual Office Assistant,43035.0,0.0,USA,4,4,2.0,Woman
2,Media & Digital,Social & Digital Media Manager ,75000.0,0.0,USA,3,3,3.0,Woman
3,"Accounting, Banking & Finance",Solutions Architect,87600.0,5110.0,CAN,4,4,2.0,Man
3,"Accounting, Banking & Finance",Senior Operations Consultant,60900.0,2500.0,USA,5,5,3.0,Woman
2,"Accounting, Banking & Finance",Senior Product Manager,126500.0,22000.0,USA,3,2,4.0,Man
4,Government and Public Administration,Administrator,61000.0,0.0,USA,4,2,4.0,Woman
1,Media & Digital,Web Consultant,41100.0,2000.0,USA,1,1,3.0,Woman
2,Insurance,Business Systems Analyst,77000.0,4000.0,USA,2,2,3.0,Woman
2,Engineering or Manufacturing,Lead General Engineer (Contracting Officer Representative),78000.0,0.0,USA,3,3,3.0,Woman
2,"Accounting, Banking & Finance",Credit Analyst,70000.0,10000.0,USA,3,2,3.0,Woman
2,Education (Higher Education),"Assistant Director, Annual Giving",62500.0,0.0,USA,1,1,3.0,Woman
2,Engineering or Manufacturing,Investigator,119700.0,14000.0,USA,2,2,6.0,Woman
2,Insurance,Claims adjuster,43500.0,0.0,USA,2,0,3.0,Prefer not to answer
5,Law,Paralegal,138000.0,24000.0,USA,6,6,3.0,Woman
2,Computing or Tech,Software Developer,82000.0,0.0,USA,2,2,3.0,Man
2,Medical Technology,Regulatory Affairs Specialist II,90000.0,5000.0,USA,1,1,3.0,Woman
2,Insurance,Business Analyst,65000.0,0.0,USA,2,0,3.0,Woman
2,Nonprofits,Project Coordinator ,58000.0,0.0,USA,2,2,4.0,Woman
2,Computing or Tech,Senior Software Engineer,127500.0,0.0,USA,3,2,4.0,Woman
1,Computing or Tech,Software Engineer II,124000.0,15000.0,USA,1,1,3.0,Man
3,Computing or Tech,IT Manager,70000.0,0.0,USA,4,4,3.0,Man
3,Government and Public Administration,Computer scientist,140000.0,0.0,USA,4,4,4.0,Man
2,"Accounting, Banking & Finance",Financial Controls Analyst,79560.0,5200.0,USA,2,2,4.0,Woman
2,Health care,Registered nurse ,32305.0,1300.0,AUS,4,3,3.0,Prefer not to answer
2,Recruitment or HR,HR Consultant,93000.0,7000.0,USA,3,3,4.0,Woman
2,Nonprofits,Project Manager,55000.0,0.0,USA,3,1,3.0,Woman
2,Health care,Nursing Care Manager,78840.0,0.0,CAN,4,4,4.0,Woman
1,Business or Consulting,Demand Planning Analyst,65000.0,4000.0,USA,1,1,4.0,Woman
2,Computing or Tech,Lead Consultant,151000.0,0.0,USA,4,4,3.0,Man
3,Entertainment,musician,40000.0,0.0,USA,4,4,4.0,Woman
2,Recruitment or HR,Recruitment Team Lead,58400.0,3650.0,CAN,2,2,2.0,Man
2,Business or Consulting,Senior Consultant,150000.0,10000.0,USA,3,3,4.0,Woman
1,Computing or Tech,Cybersecurity Analyst,86000.0,0.0,USA,0,0,3.0,Man
3,"Marketing, Advertising & PR","Associate Director, Marketing",77380.0,2555.0,CAN,4,4,3.0,Woman
2,"Accounting, Banking & Finance",Finance Associate,91200.0,16000.0,USA,2,2,3.0,Woman
1,Insurance,account assistant ,25550.0,0.0,CAN,1,1,3.0,Woman
2,Science,Research assistant ,32120.0,0.0,CAN,2,2,3.0,Prefer not to answer
2,Business or Consulting,Senior Public Relations Specialist,74000.0,8000.0,USA,1,1,3.0,Woman
2,Health care,Registered nurse,64025.0,1300.0,AUS,4,5,3.0,Woman
2,Transport or Logistics,Product Manager ,106000.0,5000.0,USA,3,1,3.0,Woman
2,Computing or Tech,Software Engineer,170000.0,1000.0,USA,3,3,4.0,Man
2,Nonprofits,Training Coordinator,60590.0,0.0,CAN,2,2,4.0,Prefer not to answer
3,Business or Consulting,"Director, consulting ",160800.0,2000.0,USA,4,4,3.0,Man
2,Computing or Tech,Mechatronics Engineer,73000.0,3650.0,CAN,3,2,6.0,Man
2,Engineering or Manufacturing,Engineer ,145000.0,80000.0,USA,3,2,4.0,Man
2,Computing or Tech,system administrator,47000.0,0.0,USA,1,2,1.0,Man
3,Computing or Tech,Manager of insights and analytics ,100000.0,3000.0,USA,4,3,3.0,Prefer not to answer
2,Computing or Tech,Workday Financials Consultant,63000.0,5000.0,USA,1,1,3.0,Woman
2,Computing or Tech,Service Desk Analyst,52000.0,3000.0,USA,2,2,3.0,Man
3,Education (Primary/Secondary),High School Teacher (long term occasional),71419.55,0.0,CAN,4,4,4.0,Prefer not to answer
2,Utilities & Telecommunications,Project Developer,69000.0,10000.0,USA,1,1,4.0,Woman
2,Nonprofits,"Director, Program Implementation",115000.0,0.0,USA,3,2,3.0,Woman
2,Engineering or Manufacturing,Construction materials testing tech,32000.0,0.0,USA,3,2,2.0,Woman
2,Business or Consulting,Senior Customer Success Manager,86000.0,9500.0,USA,2,1,3.0,Woman
3,Business or Consulting,Senior associate actuary,109000.0,15000.0,USA,4,4,3.0,Woman
3,Health care,Senior Contract Manager,100000.0,0.0,USA,3,3,4.0,Woman
2,"Accounting, Banking & Finance",Assistant Vice President-Manager,138000.0,20000.0,USA,2,2,3.0,Man
1,Sales,Account Executive,80000.0,40000.0,USA,1,1,3.0,Woman
2,Education (Higher Education),Assistant Professor,56000.0,3000.0,USA,1,1,6.0,Woman
5,Agriculture or Forestry,Regional sales leader,102200.0,21900.0,CAN,7,5,1.0,Man
2,Nonprofits,"Senior Manager, Volunteer Engagement LMM a",73000.0,1500.0,USA,3,3,4.0,Woman
4,Sales,Service Advisor,64000.0,1000.0,USA,6,1,2.0,Man
2,Health care,Dental lab technician,60000.0,500.0,USA,4,4,2.0,Woman
2,Nonprofits,Arts Director,120000.0,0.0,USA,4,4,4.0,Woman
3,Education (Higher Education),Online learning librarian,69300.0,0.0,USA,4,3,4.0,Woman
2,Engineering or Manufacturing,Project Engineer,96000.0,10000.0,USA,2,2,6.0,Woman
2,Education (Higher Education),Coordinator of Academic Support Services,49060.0,0.0,USA,2,2,4.0,Woman
2,Computing or Tech,Director of B2B Marketing,135000.0,0.0,USA,3,1,3.0,Woman
1,Education (Primary/Secondary),Tutor,20000.0,0.0,USA,1,1,3.0,Man
2,Computing or Tech,Senior scientist,108500.0,0.0,USA,2,2,6.0,Man
1,Media & Digital,Site Manager,81500.0,5000.0,USA,1,1,3.0,Woman
1,Computing or Tech,Software Engineer,135000.0,75000.0,USA,1,1,3.0,Woman
3,"Accounting, Banking & Finance",Mortgage Loan Officer,33000.0,40000.0,USA,4,4,3.0,Woman
3,Education (Higher Education),Associate Professor ,60000.0,0.0,USA,4,4,6.0,Woman
2,"Accounting, Banking & Finance",Personal Banker ,43680.0,900.0,USA,2,2,3.0,Woman
2,Social Work,Post-Adoption Services Case Worker,40000.0,0.0,USA,3,2,4.0,Woman
1,Education (Higher Education),Financial Aid Administrator,38000.0,0.0,USA,0,0,3.0,Woman
4,Transport or Logistics,Enterprise Architect,124100.0,29200.0,CAN,5,4,3.0,Man
3,Nonprofits,archivist,44000.0,0.0,USA,4,4,6.0,Woman
2,Engineering or Manufacturing,Civil Engineer,92000.0,0.0,USA,2,1,6.0,Woman
1,Insurance,Actuarial Analyst,51100.0,3650.0,CAN,1,1,3.0,Woman
3,Computing or Tech,Software Engineer,98000.0,4900.0,USA,4,2,2.0,Man
4,Computing or Tech,Principal Engineer,162000.0,0.0,USA,4,4,1.0,Man
2,"Leisure, Sport & Tourism",Senior Business Analyst,77069.0,0.0,USA,3,3,4.0,Woman
5,"Accounting, Banking & Finance",CFO,100000.0,0.0,USA,5,5,3.0,Woman
2,"Marketing, Advertising & PR",Senior Marketing Manager ,95000.0,0.0,USA,3,2,3.0,Woman
4,Computing or Tech,Development Manager,140000.0,8000.0,USA,5,5,3.0,Man
2,Health care,Registered nurse,54000.0,0.0,USA,1,1,3.0,Woman
1,Law,E-File Clerk,29120.0,0.0,USA,2,1,3.0,Man
3,Computing or Tech,Developer,145689.0,0.0,NZL,4,4,4.0,Man
2,Engineering or Manufacturing,Embedded Test Engineer II,76000.0,2000.0,USA,2,2,3.0,Man
3,Education (Primary/Secondary),Psychometrist,59860.0,0.0,CAN,3,2,4.0,Woman
3,Art & Design,Senior Product Designer ,140000.0,0.0,USA,4,2,3.0,Woman
3,"Accounting, Banking & Finance",Business Control Analyst,60650.0,0.0,USA,4,3,1.0,Man
3,Computing or Tech,Senior Data Scientist,160000.0,0.0,USA,4,2,3.0,Man
3,Engineering or Manufacturing,"Safety, Health, and Environmental Manager",134000.0,21000.0,USA,4,4,3.0,Woman
2,"Accounting, Banking & Finance",Controller,150000.0,70000.0,USA,2,2,3.0,Woman
3,Nonprofits,Technical Operations Manager,75920.0,0.0,CAN,4,4,2.0,Man
2,Computing or Tech,"Senior Manager, HR Operations",130000.0,0.0,USA,4,2,3.0,Woman
2,Transport or Logistics,Senior Consultant,125000.0,18000.0,USA,3,3,4.0,Woman
2,Utilities & Telecommunications,Project Manager,68000.0,0.0,USA,2,1,4.0,Woman
2,"Accounting, Banking & Finance","AVP, Marketing Associate",88000.0,20000.0,USA,4,2,3.0,Woman
3,Utilities & Telecommunications,Environmental Supervisor ,142000.0,15000.0,USA,4,4,4.0,Woman
3,Education (Higher Education),Associate teaching professor ,101000.0,0.0,USA,4,4,6.0,Woman
3,"Marketing, Advertising & PR",Communications Director,120000.0,0.0,JPN,4,3,6.0,Woman
3,Insurance,senior manager,175000.0,15000.0,USA,5,5,4.0,Woman
2,Social Work,Director of Outpatient Behavioral Health,86200.0,0.0,USA,4,4,4.0,Woman
3,Health care,RN case manager,106808.0,5000.0,USA,5,4,4.0,Woman
2,Nonprofits,Librarian,47500.0,0.0,USA,3,2,4.0,Prefer not to answer
2,Education (Primary/Secondary),elementary school teacher,68000.0,0.0,USA,4,2,4.0,Woman
2,Computing or Tech,Customer Success Manager,90300.0,60000.0,USA,3,1,3.0,Woman
2,Social Work,Licensed clinical social worker ,90000.0,0.0,USA,4,2,4.0,Woman
3,"Accounting, Banking & Finance",Senior Tax Associate,82400.0,5000.0,USA,3,2,3.0,Woman
2,Health care,Software engineer,92000.0,5000.0,USA,1,1,3.0,Man
2,Computing or Tech,Sr Software Engineer,165500.0,0.0,USA,4,3,3.0,Woman
3,Computing or Tech,Software engineer,167000.0,130000.0,USA,2,1,6.0,Man
2,Nonprofits,Chief Operating Officer,130000.0,0.0,USA,4,3,4.0,Woman
1,Business or Consulting,Analyst,50000.0,3500.0,USA,0,0,3.0,Woman
2,Sales,Area Retail Sales Manager,66000.0,32000.0,USA,2,2,3.0,Man
3,Computing or Tech,Program Manager,143000.0,10000.0,USA,4,4,3.0,Woman
3,Government and Public Administration,Asylum Officer,89380.0,0.0,USA,4,2,4.0,Woman
2,"Marketing, Advertising & PR",Marketing Coordinator ,87000.0,0.0,USA,3,2,3.0,Woman
1,Art & Design,Ux designer,72000.0,5000.0,USA,0,0,3.0,Woman
2,Nonprofits,Marketing Coordinator,50000.0,0.0,USA,3,3,3.0,Woman
3,Computing or Tech,Director of Operations,135000.0,0.0,USA,4,4,4.0,Man
2,Art & Design,UX Designer,104000.0,1500.0,USA,2,1,3.0,Woman
2,Media & Digital,Digital Marketing Social Media Manager,52400.0,0.0,USA,2,2,3.0,Woman
3,Computing or Tech,Enterprise Architect ,175000.0,35000.0,USA,4,4,3.0,Man
2,Computing or Tech,Solutions Consultant,124000.0,44800.0,USA,2,2,4.0,Woman
3,Nonprofits,Senior Content Officer,81500.0,0.0,USA,3,3,4.0,Woman
4,Hospitality & Events,Chief Of Staff ,154000.0,30800.0,USA,5,3,3.0,Woman
2,Media & Digital,Audience Insights Manager,100000.0,15000.0,USA,2,2,3.0,Woman
3,Business or Consulting,Design Director,119000.0,10000.0,USA,4,4,3.0,Woman
2,Engineering or Manufacturing,Coordinator ,63000.0,18000.0,USA,3,1,3.0,Woman
2,Health care,Project Manager,64000.0,0.0,USA,3,2,4.0,Woman
3,Computing or Tech,Software Developer,121139.0,0.0,USA,3,3,2.0,Woman
3,Computing or Tech,Head of delivery,94250.0,0.0,NZL,4,1,4.0,Prefer not to answer
2,"Marketing, Advertising & PR",Content Manager,95000.0,0.0,USA,2,2,3.0,Woman
2,Property or Construction,Assistant Project Manager,75000.0,3000.0,USA,2,2,3.0,Man
2,Education (Higher Education),Graduate Student Worker ,29000.0,0.0,USA,0,0,4.0,Woman
1,Nonprofits,Operations Manager ,60000.0,10000.0,USA,1,1,3.0,Woman
2,Nonprofits,Civil rights test coordinator ,50000.0,100.0,USA,2,1,3.0,Woman
3,Engineering or Manufacturing,Senior Engineer,139000.0,0.0,USA,4,4,4.0,Woman
2,Government and Public Administration,Occupational Safety Technician ,56000.0,0.0,USA,1,0,3.0,Woman
2,Education (Higher Education),Assistant Director of Development,51500.0,0.0,USA,2,2,3.0,Woman
2,Media & Digital,Production Editor,58000.0,0.0,USA,4,4,3.0,Woman
2,Business or Consulting,Senior Consultant,130000.0,0.0,USA,3,3,3.0,Woman
3,Computing or Tech,Staff software engineer,171500.0,0.0,USA,4,4,3.0,Prefer not to answer
2,Business or Consulting,Manager,158000.0,40000.0,USA,3,3,3.0,Man
2,"Accounting, Banking & Finance",Compliance Officer,65000.0,5000.0,USA,2,2,3.0,Man
2,Computing or Tech,Salesforce Administrator ,105000.0,0.0,USA,3,1,3.0,Woman
2,Computing or Tech,Backend system dev,62480.0,4260.0,JPN,2,2,6.0,Man
3,Media & Digital,Art director,115000.0,0.0,USA,5,5,2.0,Woman
2,Education (Primary/Secondary),Teacher,85000.0,0.0,USA,1,1,4.0,Woman
2,"Accounting, Banking & Finance",Admin Assistant,40000.0,5000.0,USA,3,3,3.0,Woman
5,Transport or Logistics,Executive Assistant ,90000.0,5000.0,USA,4,4,3.0,Woman
3,Education (Higher Education),DevOps Engineer,90000.0,0.0,USA,4,4,2.0,Man
2,Nonprofits,Devlopment Manager,73000.0,0.0,USA,3,2,4.0,Woman
2,Computing or Tech,Business Analyst,85000.0,0.0,USA,1,1,3.0,Woman
1,Government and Public Administration,Asset Forfeiture Specialist,48600.0,8500.0,USA,1,0,3.0,Woman
2,Business or Consulting,Manager,144000.0,20000.0,USA,3,3,4.0,Woman
2,Computing or Tech,Software Development Engineer 2,160000.0,80000.0,USA,2,2,4.0,Man
2,Health care,Medical Laboratory Scientist ,61838.0,0.0,USA,3,3,3.0,Man
2,Health care,Dietitian ,58000.0,0.0,USA,1,0,3.0,Woman
4,Nonprofits,IT Director,79000.0,0.0,USA,6,5,3.0,Man
2,Computing or Tech,Product Marketing Manager,58400.0,0.0,CAN,2,1,4.0,Woman
2,Nonprofits,"Manager, Institutional Partnerships",80000.0,0.0,USA,3,3,4.0,Woman
3,Computing or Tech,Product Education Manager,65700.0,3650.0,CAN,4,4,3.0,Man
3,Computing or Tech,Senior Director of Content Marketing,150000.0,15000.0,USA,5,4,3.0,Woman
2,Nonprofits,Event Director,58000.0,0.0,USA,3,3,2.0,Woman
2,Education (Primary/Secondary),Elementary ESL teacher,64844.0,0.0,USA,4,3,4.0,Woman
4,"Accounting, Banking & Finance",Finance Analyst ,65000.0,0.0,USA,6,5,2.0,Man
4,Education (Higher Education),Professor ,74000.0,0.0,USA,5,5,6.0,Woman
1,Government and Public Administration,Service/Administration,40560.0,0.0,AUS,0,0,1.0,Woman
2,Art & Design,Graphic designer,40000.0,0.0,USA,4,1,3.0,Woman
2,Computing or Tech,Technical Support Rep,37000.0,0.0,USA,2,0,2.0,Woman
2,Computing or Tech,Human Resources Business Partner,78000.0,5000.0,USA,1,1,3.0,Woman
2,Government and Public Administration,Statistical Officer,30876.0,0.0,GBR,0,0,4.0,Prefer not to answer
3,Education (Higher Education),Research Analyst,78000.0,0.0,USA,3,1,6.0,Man
4,Education (Primary/Secondary),Marketing & Communications Director,125000.0,8750.0,USA,5,5,3.0,Woman
3,Government and Public Administration,Library Director,83000.0,3600.0,USA,4,5,4.0,Man
4,Government and Public Administration,Chief Technologist,172500.0,1500.0,USA,5,5,4.0,Man
2,Government and Public Administration,Foreign Service Officer,82000.0,19000.0,USA,4,3,3.0,Woman
2,Property or Construction,HVAC Installer,47840.0,5000.0,USA,4,1,2.0,Man
2,Property or Construction,Urban Planner,80000.0,0.0,USA,2,2,4.0,Woman
3,Recruitment or HR,HR Generalist,60000.0,0.0,USA,3,2,3.0,Woman
3,Computing or Tech,Sr Project Manager ,115000.0,0.0,USA,3,2,4.0,Woman
3,Recruitment or HR,HR Director,65000.0,1000.0,USA,4,4,4.0,Woman
2,Computing or Tech,Software Development Manager,160000.0,288000.0,USA,3,3,3.0,Woman
2,Health care,Optometrist,130000.0,10000.0,USA,1,1,5.0,Woman
2,Computing or Tech,Supply Strategy,140000.0,30000.0,USA,3,2,4.0,Woman
2,Health care,Registered Nurse,119392.0,0.0,USA,2,2,3.0,Woman
3,Nonprofits,Program Director,92000.0,1000.0,USA,4,2,3.0,Woman
2,"Accounting, Banking & Finance",Teller,31400.0,0.0,USA,3,1,1.0,Woman
3,Computing or Tech,Solutions Architect,150000.0,15000.0,USA,4,2,2.0,Man
3,Education (Higher Education),Assistant Professor,65000.0,15000.0,USA,2,2,6.0,Woman
3,Education (Primary/Secondary),Communications Specialist,78000.0,0.0,USA,4,3,4.0,Woman
3,Pharmaceutical Industry,Senior Research Associate II,96000.0,7000.0,USA,4,4,3.0,Woman
3,Computing or Tech,lead instructional writer,72000.0,0.0,USA,4,3,3.0,Woman
3,Computing or Tech,Senior Software Engineer,119000.0,0.0,USA,5,4,3.0,Man
2,Health care,Music Therapist,53000.0,0.0,USA,3,3,3.0,Woman
2,Computing or Tech,Director of Customer Success,84680.0,7300.0,CAN,3,2,3.0,Woman
4,Government and Public Administration,Leas Technical Writer/Editor,120000.0,1000.0,USA,5,4,3.0,Woman
2,"Marketing, Advertising & PR",Analytics Manager,87600.0,10950.0,CAN,3,1,4.0,Man
4,Computing or Tech,Technical Product Manager,127000.0,39000.0,USA,4,2,4.0,Man
3,Nonprofits,Executive Assistant,76000.0,0.0,USA,4,3,3.0,Woman
3,"Marketing, Advertising & PR",Marketing Manager,155000.0,23000.0,USA,4,3,3.0,Woman
3,Law,Senior Counsel,183000.0,60000.0,USA,4,4,5.0,Woman
2,Computing or Tech,Front end developer,120000.0,0.0,USA,3,3,2.0,Man
5,Media & Digital,Editor,50000.0,0.0,USA,5,5,4.0,Woman
2,Retail,Order Entry Specialist,33280.0,0.0,USA,1,1,3.0,Woman
1,Sales,Receptionist,24900.0,0.0,USA,2,2,3.0,Woman
1,Computing or Tech,Support Specialist Tier 1,38500.0,0.0,USA,0,1,3.0,Woman
2,Business or Consulting,Technology Consultant,115400.0,6000.0,USA,2,2,3.0,Woman
4,Computing or Tech,Director Tech ,160000.0,60000.0,USA,5,5,2.0,Man
3,Government and Public Administration,Senior Policy Analyst,114059.0,300.0,USA,3,3,4.0,Woman
2,Health care,Physical therapist,80000.0,0.0,USA,2,1,5.0,Woman
4,Private Sector Emergency Management,Emergency Manager,115000.0,20000.0,USA,5,4,4.0,Woman
2,Nonprofits,Director of Organizational Operations,110000.0,0.0,USA,3,2,3.0,Woman
3,Utilities & Telecommunications,"Analyst, principal ",161000.0,20000.0,USA,3,2,6.0,Woman
1,Health care,EMT-B,31200.0,5000.0,USA,1,1,3.0,Man
3,Entertainment,Best Boy,73000.0,150000.0,USA,5,4,2.0,Man
2,Nonprofits,Training Director,81000.0,0.0,USA,3,1,4.0,Woman
